Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,age_group,screen_time_hours,sleep_affected
11,Female,4.31,Laptop,True,0.49,"Eye Strain, Anxiety",Rural,8-12 (Pre-teen),4.31,0
15,Male,3.55,Laptop,True,0.31,Eye Strain,Urban,13-17 (Teen),3.55,0
18,Female,5.11,Tablet,True,0.46,"Poor Sleep, Eye Strain",Rural,18-29 (Young Adult),5.11,1
10,Male,4.12,Tablet,True,0.46,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),4.12,0
13,Female,2.59,TV,False,0.39,,Rural,13-17 (Teen),2.59,0
16,Male,3.45,TV,True,0.48,Poor Sleep,Urban,13-17 (Teen),3.45,1
8,Male,3.7,Smartphone,True,0.45,Eye Strain,Urban,8-12 (Pre-teen),3.7,0
8,Male,1.21,TV,False,0.52,,Urban,8-12 (Pre-teen),1.21,0
15,Male,4.6,Laptop,True,0.45,Poor Sleep,Rural,13-17 (Teen),4.6,1
10,Female,5.06,TV,True,0.57,,Rural,8-12 (Pre-teen),5.06,0
12,Female,4.65,TV,True,0.38,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),4.65,1
8,Male,5.52,Smartphone,True,0.5,,Urban,8-12 (Pre-teen),5.52,0
12,Male,3.66,Laptop,True,0.39,Obesity Risk,Urban,8-12 (Pre-teen),3.66,0
18,Male,4.75,Smartphone,True,0.34,"Poor Sleep, Obesity Risk",Urban,18-29 (Young Adult),4.75,1
13,Female,4.83,Tablet,True,0.48,"Anxiety, Obesity Risk",Rural,13-17 (Teen),4.83,0
15,Male,4.29,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.29,1
10,Male,6.2,TV,True,0.52,Poor Sleep,Rural,8-12 (Pre-teen),6.2,1
10,Male,5.57,Smartphone,True,0.49,Eye Strain,Urban,8-12 (Pre-teen),5.57,0
18,Female,4.65,Smartphone,True,0.38,,Rural,18-29 (Young Adult),4.65,0
18,Female,3.63,Smartphone,True,0.41,Eye Strain,Urban,18-29 (Young Adult),3.63,0
17,Male,7.4,Tablet,True,0.34,,Urban,13-17 (Teen),7.4,0
16,Female,5.6,Smartphone,True,0.42,,Urban,13-17 (Teen),5.6,0
11,Male,5.29,Smartphone,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),5.29,1
11,Male,4.15,Laptop,True,0.42,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.15,1
14,Female,4.99,Laptop,True,0.32,,Rural,13-17 (Teen),4.99,0
9,Male,7.02,TV,True,0.45,Anxiety,Urban,8-12 (Pre-teen),7.02,0
15,Male,4.48,Tablet,True,0.45,Eye Strain,Urban,13-17 (Teen),4.48,0
13,Female,4.66,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.66,1
10,Male,5.74,TV,True,0.59,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),5.74,1
16,Male,4.88,Smartphone,True,0.33,Eye Strain,Rural,13-17 (Teen),4.88,0
12,Female,5.44,Smartphone,True,0.4,,Urban,8-12 (Pre-teen),5.44,0
15,Female,2.79,Laptop,False,0.38,,Urban,13-17 (Teen),2.79,0
14,Male,5.09,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),5.09,1
15,Female,2.97,TV,False,0.37,,Urban,13-17 (Teen),2.97,0
14,Male,5.43,Laptop,True,0.37,,Rural,13-17 (Teen),5.43,0
10,Male,6.78,Tablet,True,0.45,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),6.78,1
9,Male,7.94,Smartphone,True,0.51,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),7.94,1
14,Female,3.47,Smartphone,True,0.36,Eye Strain,Urban,13-17 (Teen),3.47,0
10,Male,9.98,Tablet,True,0.41,,Rural,8-12 (Pre-teen),9.98,0
10,Male,2.09,Smartphone,True,0.59,,Urban,8-12 (Pre-teen),2.09,0
9,Male,3.98,TV,True,0.55,Eye Strain,Urban,8-12 (Pre-teen),3.98,0
11,Female,4.31,Smartphone,True,0.41,Poor Sleep,Rural,8-12 (Pre-teen),4.31,1
15,Male,4.05,Laptop,True,0.43,,Urban,13-17 (Teen),4.05,0
8,Male,4.71,TV,True,0.59,,Rural,8-12 (Pre-teen),4.71,0
8,Male,4.1,Tablet,True,0.59,,Urban,8-12 (Pre-teen),4.1,0
12,Male,3.78,Tablet,True,0.38,Obesity Risk,Urban,8-12 (Pre-teen),3.78,0
18,Female,4.22,Smartphone,True,0.4,Poor Sleep,Rural,18-29 (Young Adult),4.22,1
12,Male,6.26,TV,True,0.39,,Urban,8-12 (Pre-teen),6.26,0
18,Male,3.07,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban,18-29 (Young Adult),3.07,1
8,Male,1.59,Smartphone,False,0.43,,Rural,8-12 (Pre-teen),1.59,0
13,Female,1.88,Smartphone,False,0.47,,Urban,13-17 (Teen),1.88,0
8,Female,9.23,Smartphone,True,0.45,,Rural,8-12 (Pre-teen),9.23,0
12,Male,5.46,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),5.46,1
16,Male,1.56,Tablet,False,0.31,,Urban,13-17 (Teen),1.56,0
12,Male,3.52,TV,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural,8-12 (Pre-teen),3.52,1
13,Male,4.37,Laptop,True,0.38,,Urban,13-17 (Teen),4.37,0
15,Male,3.2,Smartphone,True,0.31,Eye Strain,Urban,13-17 (Teen),3.2,0
18,Female,4.14,Tablet,True,0.41,Eye Strain,Urban,18-29 (Young Adult),4.14,0
9,Male,3.14,Smartphone,True,0.41,"Eye Strain, Obesity Risk",Rural,8-12 (Pre-teen),3.14,0
16,Female,4.0,Smartphone,True,0.3,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.0,1
10,Male,0.0,Tablet,False,0.58,,Urban,8-12 (Pre-teen),0.0,0
13,Male,4.76,Laptop,True,0.37,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,13-17 (Teen),4.76,1
12,Male,4.78,Smartphone,True,0.44,Obesity Risk,Rural,8-12 (Pre-teen),4.78,0
18,Male,3.44,Tablet,True,0.4,Poor Sleep,Urban,18-29 (Young Adult),3.44,1
9,Male,4.78,Smartphone,True,0.53,Poor Sleep,Urban,8-12 (Pre-teen),4.78,1
14,Female,3.65,Smartphone,True,0.45,,Urban,13-17 (Teen),3.65,0
11,Male,3.38,TV,True,0.37,Poor Sleep,Rural,8-12 (Pre-teen),3.38,1
8,Female,2.37,TV,True,0.47,,Urban,8-12 (Pre-teen),2.37,0
11,Male,3.68,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Anxiety",Rural,8-12 (Pre-teen),3.68,1
13,Female,3.9,Smartphone,True,0.41,Eye Strain,Rural,13-17 (Teen),3.9,0
14,Female,3.27,Laptop,True,0.47,"Poor Sleep, Eye Strain, Obesity Risk",Urban,13-17 (Teen),3.27,1
14,Female,3.71,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.71,1
14,Male,4.13,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),4.13,1
10,Male,10.07,TV,True,0.54,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),10.07,1
13,Male,7.54,TV,True,0.45,Anxiety,Urban,13-17 (Teen),7.54,0
15,Male,3.84,Smartphone,True,0.46,Poor Sleep,Rural,13-17 (Teen),3.84,1
11,Female,3.78,Laptop,True,0.47,Obesity Risk,Rural,8-12 (Pre-teen),3.78,0
15,Female,4.32,TV,True,0.31,,Rural,13-17 (Teen),4.32,0
9,Female,0.0,Smartphone,False,0.42,,Urban,8-12 (Pre-teen),0.0,0
17,Female,5.18,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),5.18,1
16,Male,5.17,Smartphone,True,0.46,,Urban,13-17 (Teen),5.17,0
16,Male,4.27,Smartphone,True,0.33,,Urban,13-17 (Teen),4.27,0
15,Female,5.36,Tablet,True,0.45,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),5.36,1
17,Female,3.54,Smartphone,True,0.39,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.54,1
17,Male,5.87,Laptop,True,0.37,"Poor Sleep, Anxiety",Rural,13-17 (Teen),5.87,1
8,Male,0.1,TV,False,0.46,,Rural,8-12 (Pre-teen),0.1,0
9,Male,3.34,TV,True,0.41,Poor Sleep,Urban,8-12 (Pre-teen),3.34,1
13,Female,3.76,Smartphone,True,0.32,,Urban,13-17 (Teen),3.76,0
17,Male,3.41,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.41,1
12,Female,3.36,Smartphone,True,0.33,,Rural,8-12 (Pre-teen),3.36,0
16,Male,3.65,TV,True,0.46,Poor Sleep,Rural,13-17 (Teen),3.65,1
12,Female,3.22,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.22,1
9,Male,7.1,TV,True,0.58,Poor Sleep,Urban,8-12 (Pre-teen),7.1,1
17,Male,4.34,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,13-17 (Teen),4.34,1
11,Male,5.5,Smartphone,True,0.38,,Urban,8-12 (Pre-teen),5.5,0
16,Male,5.61,Smartphone,True,0.4,Anxiety,Urban,13-17 (Teen),5.61,0
8,Male,5.1,Tablet,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),5.1,1
18,Male,4.52,TV,True,0.45,Anxiety,Urban,18-29 (Young Adult),4.52,0
8,Female,6.52,TV,True,0.47,,Rural,8-12 (Pre-teen),6.52,0
14,Male,6.43,Tablet,True,0.31,Obesity Risk,Urban,13-17 (Teen),6.43,0
18,Male,5.67,TV,True,0.49,"Poor Sleep, Anxiety",Urban,18-29 (Young Adult),5.67,1
10,Female,5.43,Tablet,True,0.57,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),5.43,1
17,Male,6.86,Smartphone,True,0.47,Poor Sleep,Rural,13-17 (Teen),6.86,1
9,Male,1.87,Tablet,False,0.48,,Urban,8-12 (Pre-teen),1.87,0
16,Male,4.26,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.26,1
10,Female,4.37,Tablet,True,0.54,,Urban,8-12 (Pre-teen),4.37,0
9,Male,2.98,Tablet,True,0.43,,Rural,8-12 (Pre-teen),2.98,0
15,Female,4.69,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.69,1
17,Female,4.21,Smartphone,True,0.36,Poor Sleep,Rural,13-17 (Teen),4.21,1
13,Male,6.28,Smartphone,True,0.49,,Rural,13-17 (Teen),6.28,0
13,Male,5.13,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),5.13,1
17,Female,2.89,TV,False,0.47,,Urban,13-17 (Teen),2.89,0
18,Male,5.13,Smartphone,True,0.37,Eye Strain,Urban,18-29 (Young Adult),5.13,0
14,Male,5.98,Smartphone,True,0.41,,Urban,13-17 (Teen),5.98,0
14,Male,3.64,Tablet,True,0.38,,Urban,13-17 (Teen),3.64,0
18,Female,6.07,Smartphone,True,0.36,Poor Sleep,Urban,18-29 (Young Adult),6.07,1
13,Female,6.59,Tablet,True,0.36,,Urban,13-17 (Teen),6.59,0
11,Male,3.44,Smartphone,True,0.48,Poor Sleep,Urban,8-12 (Pre-teen),3.44,1
18,Female,3.91,Smartphone,True,0.32,Eye Strain,Urban,18-29 (Young Adult),3.91,0
16,Male,4.18,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),4.18,1
13,Male,5.84,TV,True,0.32,Poor Sleep,Urban,13-17 (Teen),5.84,1
11,Female,6.05,Smartphone,True,0.41,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),6.05,1
10,Female,7.44,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),7.44,1
11,Male,4.5,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),4.5,1
10,Female,6.04,TV,True,0.42,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),6.04,0
9,Female,2.55,TV,True,0.42,,Urban,8-12 (Pre-teen),2.55,0
12,Female,4.14,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),4.14,1
9,Female,1.96,Smartphone,False,0.53,,Rural,8-12 (Pre-teen),1.96,0
13,Female,4.51,Smartphone,True,0.49,Poor Sleep,Urban,13-17 (Teen),4.51,1
10,Male,1.73,Smartphone,False,0.5,,Urban,8-12 (Pre-teen),1.73,0
13,Male,5.48,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),5.48,1
18,Male,4.08,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,18-29 (Young Adult),4.08,1
17,Female,3.2,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.2,1
16,Male,3.77,Smartphone,True,0.39,Poor Sleep,Urban,13-17 (Teen),3.77,1
8,Female,0.16,Smartphone,False,0.46,,Rural,8-12 (Pre-teen),0.16,0
13,Female,3.37,Smartphone,True,0.38,Anxiety,Urban,13-17 (Teen),3.37,0
16,Female,3.64,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),3.64,1
18,Female,2.9,Smartphone,False,0.41,,Urban,18-29 (Young Adult),2.9,0
11,Male,3.33,TV,True,0.42,Poor Sleep,Urban,8-12 (Pre-teen),3.33,1
18,Female,4.68,TV,True,0.31,Obesity Risk,Urban,18-29 (Young Adult),4.68,0
9,Male,4.21,Smartphone,True,0.54,,Urban,8-12 (Pre-teen),4.21,0
11,Female,4.07,Laptop,True,0.33,"Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),4.07,0
8,Male,0.0,Tablet,False,0.59,,Urban,8-12 (Pre-teen),0.0,0
10,Female,4.46,Smartphone,True,0.48,"Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),4.46,0
17,Female,4.22,Laptop,True,0.45,Poor Sleep,Urban,13-17 (Teen),4.22,1
16,Female,3.42,TV,True,0.48,"Poor Sleep, Anxiety",Rural,13-17 (Teen),3.42,1
17,Female,4.72,Smartphone,True,0.49,Eye Strain,Rural,13-17 (Teen),4.72,0
12,Male,3.37,TV,True,0.5,,Rural,8-12 (Pre-teen),3.37,0
18,Male,3.56,Smartphone,True,0.44,"Poor Sleep, Anxiety",Urban,18-29 (Young Adult),3.56,1
13,Male,3.25,Smartphone,True,0.31,Poor Sleep,Urban,13-17 (Teen),3.25,1
10,Female,0.87,TV,False,0.52,,Urban,8-12 (Pre-teen),0.87,0
12,Female,2.32,TV,False,0.5,,Urban,8-12 (Pre-teen),2.32,0
18,Female,5.1,Tablet,True,0.4,,Rural,18-29 (Young Adult),5.1,0
15,Female,3.77,Smartphone,True,0.4,"Eye Strain, Obesity Risk",Rural,13-17 (Teen),3.77,0
13,Female,5.05,Smartphone,True,0.32,"Poor Sleep, Anxiety",Urban,13-17 (Teen),5.05,1
11,Male,4.31,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.31,1
9,Female,6.86,TV,True,0.45,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),6.86,1
16,Male,4.93,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.93,1
8,Female,1.63,TV,False,0.53,,Rural,8-12 (Pre-teen),1.63,0
8,Male,1.72,Smartphone,False,0.56,,Urban,8-12 (Pre-teen),1.72,0
11,Male,4.23,Laptop,True,0.39,,Rural,8-12 (Pre-teen),4.23,0
14,Female,5.49,Smartphone,True,0.37,,Rural,13-17 (Teen),5.49,0
8,Female,0.27,Tablet,False,0.41,,Urban,8-12 (Pre-teen),0.27,0
16,Male,2.78,Laptop,False,0.38,,Urban,13-17 (Teen),2.78,0
11,Female,7.07,Tablet,True,0.43,,Rural,8-12 (Pre-teen),7.07,0
10,Female,3.14,Smartphone,True,0.59,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),3.14,1
8,Male,6.42,TV,True,0.51,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),6.42,1
17,Male,5.3,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),5.3,1
11,Female,4.94,Smartphone,True,0.34,Eye Strain,Urban,8-12 (Pre-teen),4.94,0
16,Female,4.11,TV,True,0.34,Eye Strain,Urban,13-17 (Teen),4.11,0
17,Female,4.53,Laptop,True,0.44,Poor Sleep,Rural,13-17 (Teen),4.53,1
13,Male,4.67,Laptop,True,0.36,Poor Sleep,Urban,13-17 (Teen),4.67,1
13,Female,4.14,Laptop,True,0.5,Poor Sleep,Urban,13-17 (Teen),4.14,1
8,Male,4.66,Smartphone,True,0.53,Poor Sleep,Urban,8-12 (Pre-teen),4.66,1
17,Male,4.2,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.2,1
9,Female,2.93,Smartphone,True,0.58,,Rural,8-12 (Pre-teen),2.93,0
18,Male,5.35,Laptop,True,0.43,Poor Sleep,Urban,18-29 (Young Adult),5.35,1
13,Female,3.78,TV,True,0.38,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),3.78,1
9,Female,0.0,Smartphone,False,0.55,,Urban,8-12 (Pre-teen),0.0,0
10,Female,3.18,TV,True,0.57,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.18,1
11,Male,7.06,Laptop,True,0.43,Poor Sleep,Urban,8-12 (Pre-teen),7.06,1
18,Female,6.29,Laptop,True,0.32,Poor Sleep,Urban,18-29 (Young Adult),6.29,1
12,Female,4.44,Tablet,True,0.48,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),4.44,1
16,Male,3.45,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.45,1
11,Male,2.89,Smartphone,False,0.43,,Urban,8-12 (Pre-teen),2.89,0
18,Female,5.04,Laptop,True,0.48,Poor Sleep,Urban,18-29 (Young Adult),5.04,1
16,Female,3.9,TV,True,0.45,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.9,1
18,Female,5.53,Smartphone,True,0.45,,Rural,18-29 (Young Adult),5.53,0
17,Female,6.64,Laptop,True,0.36,Poor Sleep,Rural,13-17 (Teen),6.64,1
10,Female,13.89,Smartphone,True,0.58,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),13.89,0
15,Male,4.29,Laptop,True,0.3,Poor Sleep,Urban,13-17 (Teen),4.29,1
8,Female,0.97,Smartphone,False,0.44,,Urban,8-12 (Pre-teen),0.97,0
18,Male,4.15,Smartphone,True,0.38,Poor Sleep,Urban,18-29 (Young Adult),4.15,1
16,Male,3.73,Smartphone,True,0.4,,Urban,13-17 (Teen),3.73,0
16,Female,4.99,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.99,1
17,Female,2.39,Laptop,False,0.45,,Urban,13-17 (Teen),2.39,0
9,Female,0.0,TV,False,0.58,,Urban,8-12 (Pre-teen),0.0,0
11,Male,4.05,Tablet,True,0.34,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),4.05,1
15,Female,4.85,Tablet,True,0.42,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,13-17 (Teen),4.85,1
14,Male,4.77,TV,True,0.39,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.77,1
8,Female,3.56,Smartphone,True,0.42,Poor Sleep,Urban,8-12 (Pre-teen),3.56,1
12,Female,3.95,Smartphone,True,0.3,Anxiety,Urban,8-12 (Pre-teen),3.95,0
14,Male,5.66,Smartphone,True,0.45,,Urban,13-17 (Teen),5.66,0
11,Male,4.48,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.48,1
8,Male,5.5,Tablet,True,0.41,Poor Sleep,Urban,8-12 (Pre-teen),5.5,1
16,Male,5.6,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.6,1
12,Male,3.89,Laptop,True,0.43,Poor Sleep,Urban,8-12 (Pre-teen),3.89,1
18,Female,2.68,TV,False,0.39,,Urban,18-29 (Young Adult),2.68,0
9,Male,3.46,TV,True,0.46,Poor Sleep,Urban,8-12 (Pre-teen),3.46,1
15,Male,4.73,Laptop,True,0.45,,Rural,13-17 (Teen),4.73,0
18,Male,4.84,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,18-29 (Young Adult),4.84,1
9,Male,0.94,Smartphone,False,0.41,,Urban,8-12 (Pre-teen),0.94,0
10,Female,0.0,Smartphone,False,0.52,,Rural,8-12 (Pre-teen),0.0,0
17,Male,3.82,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),3.82,1
8,Male,4.41,TV,True,0.5,Poor Sleep,Urban,8-12 (Pre-teen),4.41,1
18,Male,4.76,TV,True,0.36,"Poor Sleep, Anxiety",Urban,18-29 (Young Adult),4.76,1
9,Female,4.56,Tablet,True,0.41,,Rural,8-12 (Pre-teen),4.56,0
14,Male,3.91,Smartphone,True,0.4,Poor Sleep,Urban,13-17 (Teen),3.91,1
17,Female,5.58,Smartphone,True,0.43,Poor Sleep,Urban,13-17 (Teen),5.58,1
9,Male,1.66,TV,False,0.44,,Urban,8-12 (Pre-teen),1.66,0
13,Male,3.77,TV,True,0.38,Eye Strain,Urban,13-17 (Teen),3.77,0
10,Male,3.24,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.24,1
11,Female,6.42,Smartphone,True,0.39,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),6.42,1
18,Female,2.44,TV,False,0.43,,Urban,18-29 (Young Adult),2.44,0
15,Female,6.18,Laptop,True,0.48,Poor Sleep,Urban,13-17 (Teen),6.18,1
10,Male,6.55,Tablet,True,0.46,,Urban,8-12 (Pre-teen),6.55,0
17,Female,3.58,TV,True,0.42,Poor Sleep,Urban,13-17 (Teen),3.58,1
13,Male,2.45,Laptop,False,0.34,,Rural,13-17 (Teen),2.45,0
8,Male,0.0,Smartphone,False,0.53,,Urban,8-12 (Pre-teen),0.0,0
14,Male,4.89,Smartphone,True,0.48,,Rural,13-17 (Teen),4.89,0
15,Male,4.22,Tablet,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),4.22,1
18,Male,3.98,Smartphone,True,0.48,Poor Sleep,Urban,18-29 (Young Adult),3.98,1
15,Female,4.67,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,13-17 (Teen),4.67,1
10,Male,5.08,TV,True,0.44,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.08,1
17,Male,6.75,Smartphone,True,0.45,Eye Strain,Urban,13-17 (Teen),6.75,0
8,Female,4.65,TV,True,0.55,Poor Sleep,Rural,8-12 (Pre-teen),4.65,1
16,Male,5.27,Smartphone,True,0.4,Poor Sleep,Urban,13-17 (Teen),5.27,1
13,Male,4.5,Tablet,True,0.43,Poor Sleep,Rural,13-17 (Teen),4.5,1
18,Female,2.91,Smartphone,False,0.32,,Urban,18-29 (Young Adult),2.91,0
16,Male,6.06,TV,True,0.46,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),6.06,1
14,Male,3.49,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.49,1
8,Male,4.79,Tablet,True,0.56,Poor Sleep,Rural,8-12 (Pre-teen),4.79,1
8,Male,5.11,Tablet,True,0.42,Poor Sleep,Rural,8-12 (Pre-teen),5.11,1
13,Female,3.61,Laptop,True,0.43,Eye Strain,Urban,13-17 (Teen),3.61,0
12,Female,3.04,Smartphone,True,0.44,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),3.04,1
16,Male,2.98,Smartphone,False,0.48,,Urban,13-17 (Teen),2.98,0
9,Male,6.15,TV,True,0.51,Eye Strain,Urban,8-12 (Pre-teen),6.15,0
15,Female,2.61,Tablet,False,0.37,,Urban,13-17 (Teen),2.61,0
18,Female,3.08,Smartphone,True,0.48,Eye Strain,Rural,18-29 (Young Adult),3.08,0
12,Male,5.53,Smartphone,True,0.37,Poor Sleep,Rural,8-12 (Pre-teen),5.53,1
9,Male,6.91,Smartphone,True,0.6,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),6.91,0
17,Female,3.01,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.01,1
18,Female,5.38,Laptop,True,0.43,"Poor Sleep, Anxiety",Urban,18-29 (Young Adult),5.38,1
18,Female,3.31,Tablet,True,0.46,,Urban,18-29 (Young Adult),3.31,0
13,Female,4.99,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.99,1
17,Female,4.03,TV,True,0.44,,Rural,13-17 (Teen),4.03,0
15,Female,3.9,Smartphone,True,0.31,,Urban,13-17 (Teen),3.9,0
11,Male,5.34,TV,True,0.37,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.34,1
9,Female,1.75,Smartphone,False,0.56,,Urban,8-12 (Pre-teen),1.75,0
18,Female,5.17,Smartphone,True,0.46,Obesity Risk,Rural,18-29 (Young Adult),5.17,0
12,Female,4.8,Laptop,True,0.33,Poor Sleep,Urban,8-12 (Pre-teen),4.8,1
9,Female,9.15,TV,True,0.53,,Urban,8-12 (Pre-teen),9.15,0
9,Female,7.13,Smartphone,True,0.51,Obesity Risk,Rural,8-12 (Pre-teen),7.13,0
13,Male,3.61,Tablet,True,0.48,Eye Strain,Urban,13-17 (Teen),3.61,0
18,Female,7.4,TV,True,0.38,,Urban,18-29 (Young Adult),7.4,0
17,Male,6.31,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),6.31,1
16,Male,5.95,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.95,1
11,Female,6.17,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Rural,8-12 (Pre-teen),6.17,1
13,Male,3.81,Tablet,True,0.36,Poor Sleep,Urban,13-17 (Teen),3.81,1
14,Female,4.56,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),4.56,1
18,Female,7.61,TV,True,0.39,"Poor Sleep, Obesity Risk",Rural,18-29 (Young Adult),7.61,1
13,Male,6.0,Tablet,True,0.4,Obesity Risk,Rural,13-17 (Teen),6.0,0
15,Male,4.56,Smartphone,True,0.4,Eye Strain,Urban,13-17 (Teen),4.56,0
11,Male,5.64,TV,True,0.32,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),5.64,1
8,Male,7.97,TV,True,0.43,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),7.97,1
14,Female,5.12,Smartphone,True,0.36,"Poor Sleep, Anxiety",Urban,13-17 (Teen),5.12,1
10,Female,1.8,TV,False,0.42,,Urban,8-12 (Pre-teen),1.8,0
13,Male,5.6,Laptop,True,0.33,Poor Sleep,Urban,13-17 (Teen),5.6,1
9,Female,3.15,Smartphone,True,0.57,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),3.15,1
16,Female,6.44,Laptop,True,0.36,Poor Sleep,Urban,13-17 (Teen),6.44,1
8,Male,1.09,TV,False,0.54,,Urban,8-12 (Pre-teen),1.09,0
